company,ticker,link
Transportadora de Gas del Sur S.A.,TGS,https://www.wikipedia.org/wiki/Transportadora_de_Gas_del_Sur
TransUnion,TRU,https://www.wikipedia.org/wiki/TransUnion
Travel + Leisure Co.,TNL,https://www.wikipedia.org/wiki/Travel_%2B_Leisure_Co.
"The Travelers Companies, Inc.",TRV,https://www.wikipedia.org/wiki/The_Travelers_Companies
Tredegar Corporation,TG,https://www.wikipedia.org/wiki/Tredegar_Corporation
"TreeHouse Foods, Inc.",THS,https://www.wikipedia.org/wiki/TreeHouse_Foods
"Trex Company, Inc.",TREX,"https://www.wikipedia.org/wiki/Trex_Company,_Inc."
"Tri Pointe Homes, Inc.",TPH,https://www.wikipedia.org/wiki/Tri_Pointe_Homes
Tricon Residential Inc.,TCN,https://www.wikipedia.org/wiki/Tricon_Residential
"TriNet Group, Inc.",TNET,https://www.wikipedia.org/wiki/TriNet
Trinity Industries Inc.,TRN,https://www.wikipedia.org/wiki/Trinity_Industries
Trinseo PLC,TSE,https://www.wikipedia.org/wiki/Trinseo
Triton International Limited,TRTN,https://www.wikipedia.org/wiki/Triton_International
Triumph Group Inc.,TGI,https://www.wikipedia.org/wiki/Triumph_Group
Tronox Holdings plc,TROX,https://www.wikipedia.org/wiki/Tronox
Truist Financial Corporation,TFC,https://www.wikipedia.org/wiki/Truist_Financial
Tupperware Brands Corporation,TUP,https://www.wikipedia.org/wiki/Tupperware_Brands
Turkcell Iletisim Hizmetleri A.S.,TKC,https://www.wikipedia.org/wiki/Turkcell
Tutor Perini Corporation,TPC,https://www.wikipedia.org/wiki/Tutor_Perini
Tuya Inc.,TUYA,https://www.wikipedia.org/wiki/Tuya_Inc.
Twilio Inc.,TWLO,https://www.wikipedia.org/wiki/Twilio
"Tyler Technologies, Inc.",TYL,https://www.wikipedia.org/wiki/Tyler_Technologies
Tyson Foods Inc.,TSN,https://www.wikipedia.org/wiki/Tyson_Foods
U-Haul Holding Company,UHAL,https://www.wikipedia.org/wiki/U-Haul
"Uber Technologies, Inc.",UBER,https://www.wikipedia.org/wiki/Uber
Ubiquiti Inc.,UI,https://www.wikipedia.org/wiki/Ubiquiti
UBS Group AG,UBS,https://www.wikipedia.org/wiki/UBS
"UDR, Inc.",UDR,"https://www.wikipedia.org/wiki/UDR,_Inc."
UGI Corporation,UGI,https://www.wikipedia.org/wiki/UGI_Corporation
UiPath Inc.,PATH,https://www.wikipedia.org/wiki/UiPath
Ultrapar Participações S.A.,UGP,https://www.wikipedia.org/wiki/Ultrapar
"UMH Properties, Inc.",UMH,https://www.wikipedia.org/wiki/UMH_Properties
"Under Armour, Inc.",UA,https://www.wikipedia.org/wiki/Under_Armour
"Unifi, Inc.",UFI,https://www.wikipedia.org/wiki/Unifi_Manufacturing
UniFirst Corporation,UNF,https://www.wikipedia.org/wiki/UniFirst
Unilever PLC,UL,https://www.wikipedia.org/wiki/Unilever
Union Pacific Corporation,UNP,https://www.wikipedia.org/wiki/Union_Pacific_Corporation
Unisys Corporation,UIS,https://www.wikipedia.org/wiki/Unisys
United Microelectronics Corporation,UMC,https://www.wikipedia.org/wiki/United_Microelectronics_Corporation
"United Natural Foods, Inc.",UNFI,https://www.wikipedia.org/wiki/United_Natural_Foods
"United Parcel Service, Inc.",UPS,https://www.wikipedia.org/wiki/United_Parcel_Service
"United Rentals, Inc.",URI,https://www.wikipedia.org/wiki/United_Rentals
UnitedHealth Group Incorporated,UNH,https://www.wikipedia.org/wiki/UnitedHealth_Group
Unitil Corporation,UTL,https://www.wikipedia.org/wiki/Unitil_Corporation
Unity Software Inc.,U,https://www.wikipedia.org/wiki/Unity_Technologies
Univar Solutions Inc.,UNVR,https://www.wikipedia.org/wiki/Univar_Solutions
Universal Corporation,UVV,https://www.wikipedia.org/wiki/Universal_Corporation
"Universal Health Services, Inc.",UHS,https://www.wikipedia.org/wiki/Universal_Health_Services
"Universal Technical Institute, Inc.",UTI,https://www.wikipedia.org/wiki/Universal_Technical_Institute
Unum Group,UNM,https://www.wikipedia.org/wiki/Unum
Urstadt Biddle Properties Inc.,UBA,https://www.wikipedia.org/wiki/Urstadt_Biddle_Properties
U.S. Bancorp,USB,https://www.wikipedia.org/wiki/U.S._Bancorp
U.S. Cellular Corporation,USM,https://www.wikipedia.org/wiki/U.S._Cellular
US Foods Holding Corp.,USFD,https://www.wikipedia.org/wiki/US_Foods
U.S. Steel Corporation,X,https://www.wikipedia.org/wiki/U.S._Steel
"USANA Health Sciences, Inc.",USNA,https://www.wikipedia.org/wiki/Usana_Health_Sciences
"Utz Brands, Inc.",UTZ,https://www.wikipedia.org/wiki/Utz_Brands
UWM Holdings Corporation,UWMC,https://www.wikipedia.org/wiki/United_Wholesale_Mortgage
V.F. Corporation,VFC,https://www.wikipedia.org/wiki/VF_Corporation
"Vaalco Energy, Inc.",EGY,https://www.wikipedia.org/wiki/Vaalco_Energy
"Vail Resorts, Inc.",MTN,https://www.wikipedia.org/wiki/Vail_Resorts
Valaris Limited,VAL,https://www.wikipedia.org/wiki/Valaris_Limited
Vale S.A.,VALE,https://www.wikipedia.org/wiki/Vale_S.A.
Valens Semiconductor Ltd.,VLN,https://www.wikipedia.org/wiki/Valens_Semiconductor
Valero Energy Corporation,VLO,https://www.wikipedia.org/wiki/Valero_Energy
"Valhi, Inc.",VHI,"https://www.wikipedia.org/wiki/Valhi,_Inc."
"Valmont Industries, Inc.",VMI,https://www.wikipedia.org/wiki/Valmont_Industries
Valvoline Inc.,VVV,https://www.wikipedia.org/wiki/Valvoline
"Vapotherm, Inc.",VAPO,https://www.wikipedia.org/wiki/Vapotherm
Vector Group Ltd.,VGR,https://www.wikipedia.org/wiki/Vector_Group
Veeva Systems Inc.,VEEV,https://www.wikipedia.org/wiki/Veeva_Systems
"Ventas, Inc.",VTR,https://www.wikipedia.org/wiki/Ventas_(company)
"Veris Residential, Inc.",VRE,https://www.wikipedia.org/wiki/Veris_Residential
Veritiv Corporation,VRTV,https://www.wikipedia.org/wiki/Veritiv
Verizon Communications Inc.,VZ,https://www.wikipedia.org/wiki/Verizon_Communications
Vermilion Energy Inc.,VET,https://www.wikipedia.org/wiki/Vermilion_Energy
Vertical Aerospace Ltd.,EVTL,https://www.wikipedia.org/wiki/Vertical_Aerospace
Vertiv Holdings Co,VRT,https://www.wikipedia.org/wiki/Vertiv
Viad Corp,VVI,https://www.wikipedia.org/wiki/Viad
Vici Properties Inc.,VICI,https://www.wikipedia.org/wiki/Vici_Properties
Victoria's Secret & Co.,VSCO,https://www.wikipedia.org/wiki/Victoria%27s_Secret
Vipshop Holdings Limited,VIPS,https://www.wikipedia.org/wiki/Vipshop
"Virgin Galactic Holdings, Inc.",SPCE,https://www.wikipedia.org/wiki/Virgin_Galactic
VirnetX Holding Corporation,VHC,https://www.wikipedia.org/wiki/VirnetX
Visa Inc.,V,https://www.wikipedia.org/wiki/Visa_Inc.
"Vishay Intertechnology, Inc.",VSH,https://www.wikipedia.org/wiki/Vishay_Intertechnology
Vista Outdoor Inc.,VSTO,https://www.wikipedia.org/wiki/Vista_Outdoor
Vistra Corp,VST,https://www.wikipedia.org/wiki/Vistra_Corp
Vizio Holding Corp.,VZIO,https://www.wikipedia.org/wiki/Vizio
"VMware, Inc.",VMW,https://www.wikipedia.org/wiki/VMware
Vontier Corporation,VNT,https://www.wikipedia.org/wiki/Vontier
Vornado Realty Trust,VNO,https://www.wikipedia.org/wiki/Vornado_Realty_Trust
"Voya Financial, Inc.",VOYA,https://www.wikipedia.org/wiki/Voya_Financial
Vulcan Materials Company,VMC,https://www.wikipedia.org/wiki/Vulcan_Materials_Company
Wabash National Corporation,WNC,https://www.wikipedia.org/wiki/Wabash_National
"Walker & Dunlop, Inc.",WD,https://www.wikipedia.org/wiki/Walker_%26_Dunlop
Wallbox N.V.,WBX,https://www.wikipedia.org/wiki/Wallbox
Walmart Inc.,WMT,https://www.wikipedia.org/wiki/Walmart
The Walt Disney Company,DIS,https://www.wikipedia.org/wiki/The_Walt_Disney_Company
Warby Parker Inc.,WRBY,https://www.wikipedia.org/wiki/Warby_Parker
"Waste Management, Inc.",WM,https://www.wikipedia.org/wiki/Waste_Management_(company)
Waters Corporation,WAT,https://www.wikipedia.org/wiki/Waters_Corporation
"Watsco, Inc.",WSO,https://www.wikipedia.org/wiki/Watsco
Wayfair Inc.,W,https://www.wikipedia.org/wiki/Wayfair
Webster Financial Corporation,WBS,https://www.wikipedia.org/wiki/Webster_Bank
"WEC Energy Group, Inc.",WEC,https://www.wikipedia.org/wiki/WEC_Energy_Group
"Weis Markets, Inc.",WMK,https://www.wikipedia.org/wiki/Weis_Markets
Wells Fargo & Company,WFC,https://www.wikipedia.org/wiki/Wells_Fargo
Welltower Inc.,WELL,https://www.wikipedia.org/wiki/Welltower
"WESCO International, Inc.",WCC,https://www.wikipedia.org/wiki/WESCO_International
West Fraser Timber Co. Ltd.,WFG,https://www.wikipedia.org/wiki/West_Fraser_Timber
"West Pharmaceutical Services, Inc.",WST,https://www.wikipedia.org/wiki/West_Pharmaceutical_Services
Western Alliance Bancorporation,WAL,https://www.wikipedia.org/wiki/Western_Alliance_Bancorporation
The Western Union Company,WU,https://www.wikipedia.org/wiki/Western_Union
Westinghouse Air Brake Technologies Corporation,WAB,https://www.wikipedia.org/wiki/Wabtec
Westlake Corporation,WLK,https://www.wikipedia.org/wiki/Westlake_Corporation
WestRock Company,WRK,https://www.wikipedia.org/wiki/WestRock
WeWork Inc.,WE,https://www.wikipedia.org/wiki/WeWork
WEX Inc.,WEX,https://www.wikipedia.org/wiki/WEX_Inc.
Weyerhaeuser Company,WY,https://www.wikipedia.org/wiki/Weyerhaeuser
Wheaton Precious Metals Corp.,WPM,https://www.wikipedia.org/wiki/Wheaton_Precious_Metals
Wheels Up Experience Inc.,UP,https://www.wikipedia.org/wiki/Wheels_Up
Whirlpool Corporation,WHR,https://www.wikipedia.org/wiki/Whirlpool_Corporation
"White Mountains Insurance Group, Ltd.",WTM,https://www.wikipedia.org/wiki/White_Mountains_Insurance_Group
"WideOpenWest, Inc.",WOW,https://www.wikipedia.org/wiki/Wide_Open_West
"John Wiley & Sons, Inc.",WLY,https://www.wikipedia.org/wiki/Wiley_(publisher)
"The Williams Companies, Inc.",WMB,https://www.wikipedia.org/wiki/Williams_Companies
"Williams-Sonoma, Inc.",WSM,"https://www.wikipedia.org/wiki/Williams-Sonoma,_Inc."
"Winnebago Industries, Inc.",WGO,https://www.wikipedia.org/wiki/Winnebago_Industries
Wipro Limited,WIT,https://www.wikipedia.org/wiki/Wipro
"WisdomTree, Inc.",WT,https://www.wikipedia.org/wiki/WisdomTree_Investments
WNS (Holdings) Limited,WNS,https://www.wikipedia.org/wiki/WNS_Global_Services
"Wolfspeed, Inc.",WOLF,https://www.wikipedia.org/wiki/Wolfspeed
"Wolverine World Wide, Inc.",WWW,https://www.wikipedia.org/wiki/Wolverine_World_Wide
Woori Financial Group Inc.,WF,https://www.wikipedia.org/wiki/Woori_Financial_Group
Workiva Inc.,WK,https://www.wikipedia.org/wiki/Workiva
"World Wrestling Entertainment, Inc.",WWE,https://www.wikipedia.org/wiki/WWE
"Worthington Industries, Inc.",WOR,https://www.wikipedia.org/wiki/Worthington_Industries
W. P. Carey Inc.,WPC,https://www.wikipedia.org/wiki/W._P._Carey
WPP plc,WPP,https://www.wikipedia.org/wiki/WPP_plc
"Wyndham Hotels & Resorts, Inc.",WH,https://www.wikipedia.org/wiki/Wyndham_Hotels_%26_Resorts
"Xenia Hotels & Resorts, Inc.",XHR,https://www.wikipedia.org/wiki/Xenia_Hotels_%26_Resorts
"Xinyuan Real Estate Co., Ltd.",XIN,https://www.wikipedia.org/wiki/Xinyuan_Real_Estate
XPeng Inc.,XPEV,https://www.wikipedia.org/wiki/XPeng
Xperi Inc.,XPER,https://www.wikipedia.org/wiki/Xperi
"XPO, Inc.",XPO,"https://www.wikipedia.org/wiki/XPO,_Inc."
Xylem Inc.,XYL,https://www.wikipedia.org/wiki/Xylem_Inc.
Yelp Inc.,YELP,https://www.wikipedia.org/wiki/Yelp
"Yeti Holdings, Inc.",YETI,https://www.wikipedia.org/wiki/Yeti_Holdings
"Yext, Inc.",YEXT,https://www.wikipedia.org/wiki/Yext
"Youdao, Inc.",DAO,https://www.wikipedia.org/wiki/Youdao
YPF Sociedad Anónima,YPF,https://www.wikipedia.org/wiki/YPF
"Yum! Brands, Inc.",YUM,https://www.wikipedia.org/wiki/Yum!_Brands
"Yum China Holdings, Inc.",YUMC,https://www.wikipedia.org/wiki/Yum_China
Zeta Global Holdings Corp.,ZETA,https://www.wikipedia.org/wiki/Zeta_Global
Zevia PBC,ZVIA,https://www.wikipedia.org/wiki/Zevia
Zhihu Inc.,ZH,https://www.wikipedia.org/wiki/Zhihu
ZIM Integrated Shipping Services Ltd.,ZIM,https://www.wikipedia.org/wiki/ZIM_(shipping_company)
"Zimmer Biomet Holdings, Inc.",ZBH,https://www.wikipedia.org/wiki/Zimmer_Biomet
"ZipRecruiter, Inc.",ZIP,https://www.wikipedia.org/wiki/ZipRecruiter
Zoetis Inc.,ZTS,https://www.wikipedia.org/wiki/Zoetis
"Zuora, Inc.",ZUO,https://www.wikipedia.org/wiki/Zuora
3D Systems Corporation,DDD,https://www.wikipedia.org/wiki/3D_Systems
3M Company,MMM,https://www.wikipedia.org/wiki/3M
